norm_title,Genres,Year,$Worldwide
uma musume pretty derby beginning of a new era,"Animation, Drama, Comedy, Fantasy",2024,8551637.0
hereafter,"Drama, Fantasy",2010,106956330.0
dumb and dumber to,Comedy,2014,169837010.0
ai amok,Science Fiction,2020,7932191.0
kalki 2898 ad,"Drama, Action, Fantasy, Science Fiction",2024,25331842.0
fantastic four,"Action, Adventure, Science Fiction",2015,167882881.0
decision to leave,"Thriller, Mystery, Romance",2022,22026067.0
new gods nezha reborn,"Animation, Action, Fantasy",2021,56088478.0
i hate summer,Comedy,2020,8926071.0
shaun the sheep movie,"Family, Animation, Comedy, Adventure",2015,106209378.0
the adjustment bureau,,2010,127869379.0
new years eve,"Comedy, Romance",2011,142044638.0
the odd life of timothy green,"Fantasy, Drama, Comedy, Family",2012,56012642.0
blind detective,"Action, Crime, Comedy, Thriller",2013,34958596.0
a rainy day in new york,"Comedy, Romance",2019,23805899.0
niko beyond the northern lights,"Animation, Family, Fantasy",2024,11361087.0
moon man,"Science Fiction, Comedy, Drama",2022,460237662.0
boo 2 a madea halloween,Comedy,2017,48333932.0
lim young woong im hero the stadium,"Music, Documentary",2024,7305588.0
resident evil welcome to raccoon city,"Horror, Science Fiction, Action",2021,41914915.0
the founder,"Drama, History",2016,24121245.0
deepwater horizon,"Drama, Action",2016,121790373.0
the fabelmans,Drama,2022,45620703.0
andhadhun,"Crime, Mystery, Thriller, Comedy",2018,62475342.0
the kiyosu conference,"Comedy, Drama",2013,28338665.0
despicable me 4,"Animation, Family, Comedy, Science Fiction",2024,969126452.0
toy story 4,"Family, Adventure, Animation, Comedy, Fantasy",2019,1073394593.0
ruby gillman teenage kraken,"Animation, Family, Fantasy, Comedy",2023,45657745.0
the second best exotic marigold hotel,"Drama, Comedy",2015,85978266.0
cloudy mountain,"Action, Adventure, Drama",2021,58348836.0
battle of memories,"Drama, Mystery, Thriller, Science Fiction",2017,43892362.0
never gone,"Comedy, Drama, Romance",2016,48980792.0
malasaña 32,"Drama, Horror",2020,8968845.0
the wandering earth,"Science Fiction, Action, Drama",2019,699856699.0
a or b,"Comedy, Action, Drama",2018,56239049.0
unhinged,"Action, Thriller, Horror",2020,44331465.0
the lost city,"Action, Adventure, Comedy",2022,192907684.0
scream,"Horror, Mystery, Thriller",2022,137743924.0
detective dee the four heavenly kings,"Action, Fantasy, Adventure, Mystery",2018,90040771.0
the matrix resurrections,"Science Fiction, Action, Adventure",2021,157386805.0
burnt,Drama,2015,36606743.0
when marnie was there,"Animation, Drama, Family, Mystery",2014,34949567.0
unsung hero,"Drama, Music, Family",2024,21214331.0
the monkey king 3,"Adventure, Fantasy, Action, Family",2018,115084576.0
scabbard samurai,"Action, Drama, Comedy",2011,20251745.0
the players,Comedy,2012,24629152.0
the november man,"Crime, Action, Thriller",2014,39661919.0
side effects,"Thriller, Crime, Drama",2013,63414135.0
dark shadows,"Comedy, Fantasy",2012,245527149.0
diary of a wimpy kid rodrick rules,"Family, Comedy",2011,72526996.0
camping 2,Comedy,2010,33857735.0
5050,"Crime, Drama",2011,41097853.0
street dancer 3d,Drama,2020,10339127.0
the new adventures of aladdin,"Comedy, Fantasy, Adventure",2015,35771820.0
the post,"Drama, History",2017,179769457.0
harry potter and the deathly hallows part 1,"Adventure, Fantasy",2010,960283305.0
rust and bone,"Drama, Romance",2012,25807712.0
animal,"Action, Crime, Drama",2023,92870950.0
a very harold kumar christmas,Comedy,2011,36192775.0
the legend of maula jatt,"Drama, Fantasy, Action",2022,13941539.0
letuchiy korabl,"Comedy, Music, Family, Fantasy",2024,12886684.0
magic in the moonlight,"Comedy, Drama, Romance",2014,51029361.0
water for elephants,"Drama, Romance",2011,117094902.0
our idiot brother,"Comedy, Drama",2011,25804448.0
stand by me doraemon 2,"Animation, Family, Science Fiction, Adventure",2020,65201374.0
american made,"Comedy, Crime, Drama",2017,134866593.0
scream 4,"Horror, Mystery",2011,97138686.0
the best man holiday,Comedy,2013,72835710.0
small things like these,Drama,2024,8878821.0
the muppets,"Comedy, Family, Music",2011,165184237.0
twisters,"Thriller, Action",2024,370962265.0
brave hearts umizaru,"Action, Drama",2012,91884352.0
cobweb,Horror,2023,10091821.0
the roundup punishment,"Action, Crime, Drama, Thriller, Comedy",2024,80426848.0
the last warrior a messenger of darkness,,2021,27052365.0
the menu,"Comedy, Horror, Thriller",2022,79628200.0
freelance,"Action, Comedy",2023,10196704.0
alienoid the return to the future,"Action, Fantasy, Adventure",2024,10824208.0
undercover,"Drama, Crime, Thriller",2024,8335766.0
bill ted face the music,"Comedy, Science Fiction, Adventure",2020,6274027.0
midnight in paris,"Fantasy, Comedy, Romance",2011,151672318.0
wreckit ralph,"Family, Animation, Comedy, Adventure",2012,471222889.0
the perks of being a wallflower,Drama,2012,33384127.0
orange,Drama,2015,26261536.0
the chef the actor the scoundrel,"Comedy, Action",2013,42970000.0
a ghost of a chance,"Mystery, Comedy, Drama, Fantasy",2011,53982636.0
the peanut butter falcon,"Adventure, Comedy, Drama",2019,23712097.0
spanish affair,"Comedy, Romance, Family",2014,78768613.0
the boy and the beast,"Action, Adventure, Animation, Drama, Family, Fantasy",2015,49714378.0
pitch perfect 3,"Comedy, Music",2017,185400345.0
la planète des singes une odyssée de lespèce,"Documentary, History, TV Movie",2024,19515102.0
black swan,"Drama, Thriller, Horror",2010,329398046.0
fly me to the saitama,Comedy,2019,32802347.0
the berlin file,"Action, Thriller, Crime",2013,48972848.0
the greatest showman,Drama,2017,434993183.0
trolls band together,"Animation, Family, Music, Fantasy, Comedy",2023,209372790.0
big eyes,Drama,2014,29253166.0
scary stories to tell in the dark,"Horror, Thriller",2019,104545505.0
fist fight,Comedy,2017,41187017.0
firestarter,"Horror, Science Fiction, Thriller",2022,15039250.0
namiya,"Fantasy, Drama, Family",2017,35351623.0
dc league of superpets,"Animation, Action, Family, Comedy, Science Fiction",2022,207557117.0
you are the apple of my eye,"Romance, Comedy",2011,29843025.0
after death,"Documentary, Drama",2023,11830860.0
our family wedding,Comedy,2010,21409028.0
the divine move,"Action, Crime",2014,27926871.0
shaft,"Action, Crime",2019,21360215.0
aloha,"Drama, Comedy, Romance",2015,26250020.0
ice,,2018,29806210.0
blockers,Comedy,2018,94017294.0
no escape,"Thriller, Action",2015,54418872.0
how not to rescue a princess,"Animation, Family, Comedy, Adventure",2010,20157447.0
the great gatsby,"Drama, Romance",2013,353641895.0
operation red sea,"Action, Thriller, War, Adventure",2018,579330426.0
project almanac,"Science Fiction, Thriller",2015,33213241.0
far from the madding crowd,"Drama, Romance",2015,30229977.0
honey lemon soda,"Romance, Comedy, Drama",2021,8441488.0
renfield,"Comedy, Horror",2023,26493921.0
the wolverine,"Action, Science Fiction, Adventure",2013,414828246.0
1987 when the day comes,"Drama, History, Thriller",2017,53834292.0
captain underpants the first epic movie,"Action, Animation, Comedy, Family",2017,125427681.0
skyfall,"Action, Adventure, Thriller",2012,1108561013.0
love rosie,"Romance, Drama, Comedy",2014,25574387.0
earth to echo,"Family, Adventure, Science Fiction",2014,45681062.0
the women on the 6th floor,Comedy,2011,27533970.0
the legend of hei,"Animation, Fantasy, Action",2019,48507082.0
last night in soho,"Horror, Mystery, Thriller",2021,22957625.0
fall in love like a star,,2012,22640355.0
les misérables,"Crime, Drama, History, Romance",2019,54606372.0
texas chainsaw,Horror,2013,47340586.0
the fault in our stars,"Romance, Drama",2014,307166834.0
i feel pretty,"Comedy, Romance",2018,94539426.0
the attorney,"History, Drama",2013,78547586.0
encanto,"Animation, Comedy, Family, Fantasy",2021,256786742.0
for colored girls,Drama,2010,37981984.0
dream scenario,"Comedy, Fantasy",2023,12502808.0
epic,"Animation, Adventure, Family, Fantasy",2013,268426634.0
the crown jewels,"Drama, Romance",2011,39000000.0
pleasant goat and big big wolf 3,"Animation, Adventure, Comedy",2011,21847806.0
kaamelott first installment,"Adventure, Fantasy, Comedy",2021,21979122.0
the hundred regiments offensive,"War, History, Drama, Action",2015,63230000.0
overlord,"Horror, War, Science Fiction",2018,41657844.0
ride on,"Action, Comedy, Drama, Family",2023,36258730.0
a haunted house,"Comedy, Horror",2013,60159584.0
the intern,Comedy,2015,194764672.0
toy story 2023 rerelease,,2023,27508866.0
gemini man,"Science Fiction, Action, Adventure, Thriller",2019,173469516.0
osomatsusan the movie 2022 rerelease,,2022,7297522.0
the house that never dies ii,"Thriller, Drama, Mystery, Horror",2017,32433588.0
jeanne du barry,"Drama, History, Romance",2023,13568450.0
detroit,"Crime, Drama, Thriller, History",2017,23355100.0
a guilty conscience,"Crime, Mystery, Comedy",2023,14911562.0
brooklyn,"Romance, Drama, History",2015,62076141.0
pitch perfect,"Comedy, Music, Romance",2012,115350426.0
steel rain,"Action, Thriller",2017,32783733.0
the angry birds movie,"Animation, Adventure, Comedy, Family",2016,352333929.0
hit me anyone one more time,"Comedy, Drama",2019,32333512.0
the chosen s4 episodes 46,,2024,9482744.0
the many saints of newark,"Crime, Drama",2021,13037403.0
the big sick,"Comedy, Drama, Romance",2017,56411585.0
the age of adaline,"Romance, Fantasy, Drama",2015,65663276.0
unplanned,Drama,2019,21585326.0
the eagle,"Adventure, Drama",2011,37989684.0
the intouchables,"Drama, Comedy",2011,426588510.0
the meg,"Action, Science Fiction, Horror",2018,529243742.0
uncut gems,"Drama, Thriller, Crime",2019,50023780.0
november,"Drama, Fantasy, Romance, Horror",2022,18554715.0
dune part two,"Science Fiction, Adventure",2024,714444358.0
i can speak,"Drama, Comedy",2017,24024444.0
my love,"Drama, Romance, Comedy",2021,116720921.0
i can only imagine,"Music, Drama",2018,86086881.0
radhe shyam,"Drama, Romance",2022,15954804.0
the lego movie,"Animation, Family, Adventure, Comedy, Fantasy",2014,468060692.0
paul blart mall cop 2,"Action, Comedy, Family",2015,107588225.0
my people my homeland,"Drama, Comedy",2020,422390820.0
nothing to declare,Comedy,2011,93811164.0
evangelion 30101 thrice upon a time,,2021,93882453.0
seventh son,"Adventure, Fantasy",2014,114178613.0
the ghost writer,"Thriller, Mystery",2010,60331447.0
the founding of an army,"History, War, Action",2017,60600361.0
innocence,"Crime, Thriller",2020,6688330.0
act of vengeance,Drama,2010,23423390.0
the crazies,"Mystery, Horror, Action",2010,54806823.0
the curse of la llorona,Horror,2019,123233739.0
son of bigfoot,"Family, Animation, Comedy",2017,47046281.0
driveaway dolls,"Comedy, Crime",2024,7935363.0
hi mom,"Drama, Comedy, Fantasy",2021,822009764.0
ala vaikunthapurramuloo,"Action, Comedy, Drama",2020,28477890.0
super troopers 2,"Comedy, Crime, Mystery",2018,31626386.0
tanhaji the unsung warrior,"Action, Drama, History",2020,45221814.0
gully boy,"Drama, Music",2019,28299498.0
the forever purge,"Horror, Action, Thriller",2021,76994245.0
and so the baton is passed,Drama,2021,14403588.0
samrat prithviraj,"Action, Drama, History",2022,8568339.0
midsommar,"Horror, Drama, Mystery",2019,47871968.0
the darkest hour,"Horror, Action, Thriller, Science Fiction",2011,64626786.0
snitch,"Thriller, Drama, Action",2013,57824674.0
the last song,"Drama, Family, Romance",2010,89137047.0
stuber,"Action, Comedy",2019,32390945.0
the french dispatch,"Drama, Comedy",2021,46333545.0
the pirates the last royal treasure,"Action, Adventure, Comedy, Fantasy",2022,10258331.0
reagan,"History, Drama",2024,30107173.0
savages,"Crime, Drama, Thriller",2012,82966152.0
jungle cruise,"Fantasy, Adventure",2021,220889446.0
mother,"Drama, Horror, Thriller",2017,44516999.0
365 days,"Romance, Drama",2020,9458590.0
the outlaws,"Action, Crime, Thriller",2017,52946454.0
muroi shinji ikitsuzukeru mono,"Crime, Mystery, Drama",2024,10174418.0
american assassin,"Action, Adventure, Thriller",2017,67234188.0
doraemon nobita no uchû eiyûki,"Comedy, Animation, Family, Adventure, Science Fiction, Fantasy",2015,34811747.0
strange world,"Animation, Family, Adventure, Science Fiction, Fantasy",2022,73621640.0
rrr,"Drama, Action",2022,165946943.0
freaky,"Comedy, Horror",2020,18073433.0
cruella,"Comedy, Crime, Family, Adventure",2021,233503234.0
love will tear us apart,"Drama, Romance",2021,45060290.0
the twilight saga breaking dawn part 2,"Adventure, Fantasy, Drama, Romance",2012,829746820.0
midsummers equation,"Crime, Drama, Mystery",2013,32514549.0
two tigers,"Comedy, Drama",2019,32001580.0
mayday,"Comedy, Romance",2020,5011408.0
uglydolls,"Animation, Music, Family, Comedy",2019,32450241.0
elite squad 2 the enemy within,"Drama, Action, Crime",2010,63618850.0
blair witch,"Thriller, Horror",2016,45173154.0
new happy dad and son 4,"Animation, Family",2021,8070000.0
yolki 3,,2013,40267368.0
captain america the winter soldier,"Action, Adventure, Science Fiction",2014,714421503.0
tiger 3,"Action, Adventure, Thriller",2023,11713932.0
a beautiful day in the neighborhood,"Drama, History",2019,67925733.0
devotion,"War, Drama, Action",2022,21768133.0
loving vincent,"Animation, Drama, Mystery, History",2017,42187665.0
like a boss,Comedy,2020,30399490.0
birds of prey and the fantabulous emancipation of one harley quinn,"Action, Crime",2020,205358461.0
leap year,"Romance, Comedy",2010,32686500.0
the eight mountains,Drama,2022,11374298.0
scoob,"Animation, Comedy, Family, Mystery",2020,28588425.0
ashfall,"Action, Adventure, Thriller",2019,61354854.0
the age of shadows,"Action, Thriller",2016,54491162.0
suck me shakespeer,Comedy,2013,77676735.0
penguins of madagascar,"Family, Animation, Adventure, Comedy",2014,373515621.0
mary queen of scots,"Drama, History",2018,46712809.0
the snow queen 3 fire and ice,"Family, Animation, Fantasy, Comedy",2016,24644317.0
the yinyang master,"Action, Drama, Fantasy, Mystery, Science Fiction",2021,37690000.0
next goal wins,"Comedy, Drama",2023,18648802.0
one hundred thousand bad jokes 2,"Animation, Fantasy, Comedy",2017,20460352.0
the little mermaid,"Adventure, Family, Fantasy, Romance",2023,569626289.0
whitney houston i wanna dance with somebody,"Music, History, Drama",2022,59806881.0
stalingrad,"War, Action, Drama",2013,68316452.0
adoring,"Drama, Family",2019,94975692.0
1212 the day,"Drama, History, Thriller, Crime, War",2023,97476565.0
supercondriaque,Comedy,2014,53425036.0
fifty shades darker,"Drama, Romance",2017,381545846.0
l storm,"Action, Crime, Thriller",2018,64517456.0
selma,"History, Drama",2014,66787908.0
the wind rises,,2012,136483511.0
bheeshma,"Romance, Action, Comedy",2020,4997080.0
the marksman,"Action, Drama, Thriller",2021,23076711.0
dark figure of crime,"Crime, Drama",2018,29176133.0
liar game the final stage,"Thriller, Drama, TV Movie, Mystery",2010,24658706.0
parker,"Action, Crime",2013,46922566.0
military wives,Drama,2020,4890505.0
chongqing hot pot,Drama,2016,58106427.0
grown ups,Comedy,2010,271430189.0
gretel hansel,"Fantasy, Horror, Mystery",2020,22304357.0
red sparrow,"Thriller, Mystery",2018,151572634.0
mamma mia here we go again,"Comedy, Romance",2018,395044706.0
turkish for beginners,Comedy,2012,23952712.0
warm hug,Comedy,2020,129240236.0
kung fu jungle,"Action, Thriller, Crime, Adventure",2014,24070765.0
dilwale,"Crime, Action, Comedy",2015,31994323.0
amazing china,Documentary,2018,72506343.0
jian bing man,"Action, Comedy, Drama",2015,186683536.0
the sorcerers apprentice,"Fantasy, Adventure, Action",2010,215283742.0
jumanji the next level,"Adventure, Comedy, Fantasy",2019,801693929.0
the flash,"Adventure, Action, Science Fiction",2023,271433313.0
mr donkey,"Comedy, Drama",2016,25537759.0
the other guys,"Action, Comedy, Crime",2010,170458922.0
pokémon the movie the power of us,"Animation, Family, Adventure, Fantasy",2018,23740788.0
panga,Romance,2020,4886124.0
full river red,"Mystery, Comedy, Thriller, History",2023,670491959.0
bodies at rest,"Action, Crime, Mystery, Thriller",2019,25293853.0
masquerade night,"Crime, Mystery",2021,32287400.0
queen slim,"Crime, Drama, Romance",2019,47834125.0
thor the dark world,"Action, Adventure, Fantasy",2013,644783140.0
surprise,"Family, Drama",2015,49567466.0
true grit,"Drama, Adventure, Western",2010,252276927.0
lost in thailand,"Comedy, Adventure, Drama",2012,197757387.0
on the line,"Action, Crime, Drama",2021,12058986.0
on the wandering paths,Drama,2023,8187567.0
finding nemo 2012 3d release,,2012,69328283.0
the accountant,"Crime, Thriller, Drama",2016,155560045.0
miracles from heaven,"Family, Drama",2016,73983003.0
never stop,Drama,2021,10224935.0
call of heroes,"Action, Thriller",2016,25040561.0
see you tomorrow,"Comedy, Drama, Romance",2016,70065569.0
the lion king 2011 3d release,,2011,186042001.0
the floating castle,"History, Comedy, Drama",2012,31967471.0
doraemon nobita and the island of miracles animal adventure,"Family, Animation, Adventure",2012,46180706.0
dog,"Drama, Comedy",2022,84550282.0
alice through the looking glass,"Adventure, Family, Fantasy",2016,299457024.0
boonie bears a mystical winter,"Animation, Comedy, Family",2015,47581416.0
dragon ball z battle of gods,"Animation, Action, Science Fiction",2013,50461371.0
the white storm,"Drama, Action, Thriller",2013,44670277.0
saw x,"Horror, Mystery, Thriller",2023,112202480.0
fat buddies,"Comedy, Action",2018,37496410.0
tooth fairy,"Comedy, Family, Fantasy",2010,112462508.0
grown ups 2,Comedy,2013,246984278.0
a man called ove,"Comedy, Drama",2015,30692889.0
no time to die,"Action, Thriller, Adventure",2021,774153007.0
kontiki,"Adventure, History",2012,22842887.0
i am not madame bovary,"Comedy, Drama",2016,70826207.0
gods not dead 2,Drama,2016,24487848.0
transformers rise of the beasts,"Science Fiction, Adventure, Action",2023,441381193.0
sound of freedom,"Action, Drama",2023,250570396.0
the lego movie 2 the second part,"Action, Adventure, Animation, Comedy, Family",2019,192306508.0
kick,"Action, Romance, Comedy, Crime",2014,43996483.0
kandahar,"Action, Thriller",2023,9387311.0
from vegas to macau iii,"Action, Comedy",2016,181732879.0
the giver,"Drama, Science Fiction",2014,66980456.0
memory,"Action, Thriller, Crime",2022,13240559.0
some like it hot,"Comedy, Romance, Crime",2016,95721752.0
jurassic world dominion,"Adventure, Action, Science Fiction",2022,1001978080.0
all about suomi,"Drama, Comedy, Mystery",2024,10176530.0
malang,"Romance, Action, Adventure, Crime, Thriller",2020,8399765.0
girls to buy,"Thriller, Drama, Crime",2021,8177284.0
the untold tale of the three kingdoms,"Comedy, History",2020,36747486.0
mcfarland usa,"Drama, Family",2015,45710059.0
lost illusions,"Drama, Romance, History",2021,8635184.0
runner runner,"Crime, Thriller, Drama",2013,62675095.0
scream vi,"Horror, Crime, Thriller",2023,166347514.0
taken 3,"Thriller, Action",2015,326479141.0
antoine and sebastian,,2013,38719881.0
home again,"Comedy, Drama, Romance",2017,37270721.0
the fable the killer who doesnt kill,"Action, Comedy, Crime",2021,11325545.0
doraemon the movie nobitas new dinosaur,"Animation, Adventure, Family, Fantasy, Science Fiction, Comedy",2020,34218525.0
monsters inc 2012 3d release,,2012,50207820.0
letters to juliet,"Comedy, Drama, Romance",2010,79293444.0
no hard feelings,"Comedy, Romance",2023,87256407.0
fences,Drama,2016,64414761.0
doraemon the movie nobitas little star wars 2021,"Animation, Science Fiction, Adventure, Family",2022,22044058.0
the walk,"Crime, Drama, Mystery, Thriller",2014,61181942.0
jumanji welcome to the jungle,"Adventure, Comedy, Fantasy",2017,962077546.0
the mule,"Crime, Drama",2018,174804407.0
three heroes and the navel of the earth,,2023,13028535.0
the boy,"Drama, Horror, Thriller",2015,64188367.0
you again,"Comedy, Romance",2010,32054369.0
the challenge,Documentary,2023,20810348.0
dark skies,"Science Fiction, Thriller, Horror",2013,27858103.0
sp the motion picture ii,"Action, Drama, Thriller",2011,40255101.0
iron man 2,"Adventure, Action, Science Fiction",2010,623933331.0
detective conan the sniper from another dimension,"Animation, Action, Drama, Mystery",2014,42028116.0
noah,"Drama, Adventure",2014,359200044.0
grudge match,Comedy,2013,44907260.0
gods not dead,Drama,2014,64667874.0
the campaign,Comedy,2012,104907746.0
my soul to take,"Horror, Mystery",2010,21500813.0
six degrees of celebration,Comedy,2010,25030264.0
the thousand faces of dunjia,"Adventure, Action, Fantasy",2017,46263237.0
paranormal activity 4,Horror,2012,142802657.0
here comes the boom,"Comedy, Action, Drama",2012,73100172.0
tenet,"Action, Thriller, Science Fiction",2020,365304105.0
hero,"Romance, Comedy, Drama, Crime",2015,45565534.0
lord legend of ravaging dynasties,"Animation, Fantasy, Drama, Science Fiction",2016,58089494.0
wrath of man,"Crime, Action, Thriller",2021,103966489.0
unfriended,"Horror, Mystery, Thriller",2015,62882090.0
back to black,"Music, History, Drama",2024,50996759.0
pinocchio,"Drama, Family, Fantasy",2019,23841090.0
youth,"Science Fiction, Thriller, Drama",2017,227091290.0
a madea family funeral,Comedy,2019,74747725.0
inside out,"Animation, Family, Adventure, Drama, Comedy",2015,858294430.0
the nun,Horror,2018,366050119.0
green book,"Drama, History",2018,321752656.0
black mass,"Drama, Crime, History",2015,99975678.0
on the other side of the tracks,"Comedy, Action, Crime",2012,25109572.0
dumb money,"History, Comedy, Drama",2023,20703794.0
oss 117 from africa with love,"Comedy, Adventure, Action",2021,13457801.0
man in love,"Romance, Drama",2021,52946097.0
spencer,"Drama, History",2021,25246967.0
gantz,"Horror, Action, Science Fiction",2011,40568961.0
killing for the prosecution,"Mystery, Drama, Crime, Thriller",2018,23929620.0
the vow,"Drama, Romance",2012,196114570.0
ad astra,"Science Fiction, Drama",2019,127461872.0
last letter,"Romance, Drama",2020,5663972.0
civil war,"War, Action, Drama",2024,126185957.0
annabelle,Horror,2014,257047661.0
all about my mother,"Family, Drama",2021,8900000.0
one second,"Drama, History",2020,10791301.0
logan,"Action, Drama, Science Fiction",2017,619021436.0
rogue one a star wars story,"Action, Adventure, Science Fiction",2016,1056057273.0
stillwater,"Drama, Crime, Thriller",2021,19754272.0
doraemon great adventure in the antarctic kachi kochi,"Animation, Adventure, Fantasy, Family",2017,61153455.0
the watchers,"Horror, Mystery, Thriller",2024,33271404.0
hubble,Documentary,2010,74249729.0
despicable me 3,"Action, Animation, Comedy, Family, Adventure",2017,1034799409.0
father there is only one 4,"Family, Comedy",2024,14668098.0
tiger zinda hai,"Action, Adventure, Thriller",2017,87320000.0
gorko,Comedy,2013,27369902.0
bring happiness home,,2013,23980000.0
detective conan zero the enforcer,"Animation, Crime, Mystery, Action",2018,101860359.0
predators,"Science Fiction, Action, Thriller",2010,127233108.0
kaiserschmarrndrama,"Comedy, Crime",2021,10357720.0
sultan,"Drama, Action, Romance",2016,87280000.0
along with the gods the last 49 days,"Action, Adventure, Fantasy, Thriller",2018,97962238.0
ducobu 4 president,Comedy,2022,7858171.0
lindenberg mach dein ding,"Music, Drama, Documentary",2020,6404964.0
second act,"Romance, Comedy",2018,72282227.0
the bfg,"Adventure, Family, Fantasy",2016,195243411.0
alpha and omega,"Animation, Family, Comedy, Adventure, Romance",2010,50507267.0
godzilla x kong the new empire,"Action, Adventure, Science Fiction",2024,571750016.0
grace of monaco,"Romance, Drama",2014,27515247.0
evangelion 30 you can not redo,"Animation, Science Fiction, Action, Drama",2012,60488344.0
a complete unknown,"Drama, Music, History",2024,25679729.0
the martian,"Drama, Adventure, Science Fiction",2015,630161890.0
serial teachers 2,Comedy,2015,25364150.0
no manches frida,Comedy,2016,23540937.0
little brother big trouble a christmas adventure,"Animation, Family, Adventure, Comedy",2012,23785681.0
kokowääh 2,Comedy,2013,28811936.0
robin hood,"Action, Adventure, History",2010,321669741.0
creed,"Action, Drama",2015,174167581.0
smurfs the lost village,"Animation, Family, Adventure, Comedy",2017,197183546.0
marry me,"Romance, Comedy, Music",2022,50541093.0
tinker tailor soldier spy,"Drama, Thriller, Mystery",2011,81244605.0
insidious the red door,"Horror, Thriller",2023,189086877.0
the bourne legacy,"Action, Thriller",2012,276144750.0
mothers day,"Comedy, Drama, Romance",2016,48782670.0
brightburn,"Horror, Science Fiction, Thriller, Mystery",2019,33224654.0
riddick,"Science Fiction, Action, Thriller",2013,98337295.0
the social network,Drama,2010,224920315.0
the forest,"Horror, Thriller, Mystery",2016,39712000.0
homefront,"Action, Thriller",2013,48449416.0
the gambler,"Thriller, Crime, Drama",2014,39280992.0
kingdom,"Drama, Science Fiction",2019,50574061.0
the unholy,"Horror, Mystery",2021,30832137.0
thor,"Adventure, Fantasy, Action",2011,449326618.0
joy of fatherhood,Comedy,2014,27088817.0
the priests,"Mystery, Thriller, Drama",2015,36577134.0
cats in the museum,"Animation, Comedy, Family, Fantasy",2023,9025291.0
sonic the hedgehog,"Action, Science Fiction, Comedy, Family",2020,319715683.0
30 minutes or less,"Action, Adventure, Comedy",2011,40662632.0
the raven,"Crime, Thriller, Mystery",2012,29699345.0
free state of jones,"Action, Drama, History, War",2016,25035950.0
family is family,Comedy,2018,49954866.0
paper towns,"Mystery, Drama, Romance",2015,85512300.0
asterix obelix the middle kingdom,"Family, Comedy, Adventure",2023,46497678.0
courageous,Drama,2011,35185884.0
more than blue,"Romance, Drama",2018,142958164.0
dogwood tree,,2010,33016351.0
anita,"Drama, Music, History",2021,15017470.0
uncharted,"Action, Adventure",2022,407141258.0
the danish girl,Drama,2015,64191523.0
the grand budapest hotel,"Comedy, Drama",2014,172936941.0
my love dont cross that river,"Documentary, Romance, Drama",2014,34012261.0
chappie,"Crime, Action, Science Fiction",2015,102811889.0
the banshees of inisherin,"Drama, Comedy",2022,50250625.0
ready or not,"Horror, Comedy",2019,57615777.0
the lady shogun and her men,"Science Fiction, Drama, History",2010,27769952.0
instructions not included,"Comedy, Drama",2013,100486616.0
personal tailor,"Comedy, Drama",2013,116126458.0
furious 7,"Action, Thriller, Crime",2015,1515047671.0
the tomorrow war,"Action, Science Fiction, Adventure",2021,14400000.0
fragments of the last will,"History, Drama",2022,17954691.0
me them and lara,"Comedy, Drama",2010,22039646.0
detective conan black iron submarine,"Animation, Action, Crime, Mystery",2023,106771806.0
five feet apart,"Romance, Drama",2019,92554209.0
the battleship island,"Action, History, Drama, War",2017,46183383.0
the wild robot,"Animation, Action, Science Fiction, Family",2024,324291115.0
zootopia,"Animation, Adventure, Family, Comedy",2016,1023784195.0
the tourist,"Action, Thriller, Romance",2010,278780441.0
gladiator ii,"Action, Adventure, Drama",2024,435153922.0
beetlejuice beetlejuice,"Comedy, Fantasy, Horror",2024,451100435.0
digimon adventure last evolution kizuna,"Animation, Action, Adventure, Fantasy",2020,17361009.0
american underdog,"Drama, Family",2021,26514814.0
alexander and the terrible horrible no good very bad day,"Family, Comedy",2014,100654149.0
pushpa the rule part 2,"Crime, Action, Thriller",2024,21530578.0
the great hypnotist,"Thriller, Drama, Mystery",2014,44077818.0
kingdom 3 the flame of destiny,"Action, Adventure, War",2023,36259522.0
the liquidator,"Thriller, Crime",2017,35046130.0
gantz perfect answer,"Action, Mystery, Science Fiction, Horror",2011,33672515.0
three thousand years of longing,"Drama, Fantasy, Romance",2022,20282422.0
abudeka is back,"Action, Adventure, Drama, Crime",2024,9163586.0
peninsula,"Horror, Action, Thriller",2020,42698327.0
47 meters down uncaged,Horror,2019,47582563.0
qualunquemente,Comedy,2011,22862029.0
terminator dark fate,"Science Fiction, Action, Adventure",2019,261119292.0
how to be a good wife,Comedy,2020,6033430.0
school of magical animals 2,"Family, Adventure, Fantasy",2022,19686382.0
the broken hearts gallery,"Comedy, Romance",2020,4781389.0
zookeeper,"Comedy, Romance, Family",2011,169852759.0
the post 2020 rerelease,,2020,13995207.0
john wick chapter 3 parabellum,"Action, Thriller, Crime",2019,327777335.0
love on the cloud,Comedy,2014,45386560.0
den of thieves,"Action, Crime, Thriller",2018,80509622.0
vikram vedha,"Action, Crime, Thriller",2022,8234166.0
war of the arrows,"Drama, Action, History",2011,50587661.0
king arthur legend of the sword,"Action, Drama, Fantasy",2017,149175066.0
the chosen s4 episodes 13,,2024,14873918.0
the hunt,"Action, Thriller, Horror",2020,10550350.0
eddie the eagle,"Comedy, Drama, History, Adventure",2016,46152800.0
get on up,"Drama, Music",2014,33448971.0
john wick chapter 2,"Action, Thriller, Crime",2017,171539887.0
